0.703488 -0.234399 0 
-0.423081 -0.138334 1 
0.421377 0.0340865 0 
-0.448917 0.138714 1 
1.06123 1.13821 0 
0.429192 0.307468 0 
-0.572114 -0.601143 1 
-0.560258 -0.28789 1 
1.13516 0.340837 0 
-0.52622 0.535224 1 
0.696047 0.647033 0 
0.672208 -0.570378 1 
0.299015 -0.198648 0 
0.411344 0.985837 0 
0.313803 -0.290959 0 
-0.166305 0.848259 0 
0.767852 -0.0331133 0 
-0.617106 -0.929886 1 
0.205262 -0.122915 0 
0.523706 0.230751 0 
-0.164692 0.695498 0 
-0.27632 0.750872 0 
0.402422 -0.228822 1 
-0.366463 -0.470875 1 
0.465191 0.791634 0 
1.17934 0.0674567 0 
-1.46378 -1.48097 1 
-0.326866 -0.448154 1 
1.42987 0.165914 0 
0.401099 0.705408 0 
-0.230196 0.606889 1 
-0.640173 -0.379993 1 
-0.49828 -0.328776 1 
-0.37766 0.529962 0 
0.962349 1.0991 0 
0.744078 0.239315 0 
-0.246323 -1.06215 1 
-0.529042 -0.755464 1 
-0.792249 0.363522 0 
0.4608 0.280519 0 
0.507752 -0.333168 0 
-0.41479 -0.106751 0 
-0.114905 0.240708 1 
-0.0284284 -0.531074 1 
0.272112 0.765126 0 
-0.675337 0.0404323 1 
0.513107 0.0768546 0 
-0.260576 0.568323 0 
-0.124405 -0.376229 1 
-0.877995 -0.111268 1 
-0.856793 -0.151008 1 
0.0738251 0.143003 0 
-0.206251 -1.07116 1 
1.20018 0.169498 0 
0.937049 0.845993 0 
-0.58942 -1.98368 1 
-0.144971 -0.570869 1 
0.791827 0.789574 0 
0.414022 0.761049 0 
1.02434 0.379825 0 
0.228061 1.44203 0 
0.634711 0.507232 0 
-1.34732 -0.194234 1 
-0.00621136 0.861458 0 
-0.0927573 0.264648 1 
-0.602131 -0.916449 1 
1.00965 -0.0732329 0 
1.16871 1.21806 0 
1.19077 0.902704 0 
-0.592263 -1.18411 1 
1.00053 0.322921 0 
0.186408 -0.0723588 0 
0.245486 -0.803921 1 
0.0581915 1.03092 0 
-0.845378 0.0163891 1 
0.622946 0.446271 0 
0.644054 0.649735 0 
0.156496 -0.926973 1 
-0.0988675 -1.11338 1 
0.934428 0.256284 0 
0.888613 0.00360737 0 
-1.09893 -0.885326 1 
-0.247646 1.17078 0 
0.607857 -0.264519 0 
-0.996761 -1.17031 1 
1.78606 0.248139 0 
1.25449 -0.0841428 0 
-0.934553 -0.113841 1 
-0.194108 0.0630356 1 
0.170526 1.49389 0 
-1.26769 -1.1625 1 
0.31161 0.192485 0 
-0.482366 -0.966092 1 
0.445429 1.01515 0 
0.201347 0.698852 0 
-0.0986109 -0.966069 1 
0.566079 1.26824 0 
0.751664 -0.136418 0 
0.92543 0.727582 0 
-1.01515 -0.750775 1 
