% Flood Neural Network. Car problem results data file.
% Final time: 1.82265
% Final position error: 0.287891
% Final velocity error: -0.461015
% Column data:
%  1 - Time
%  2 - Position
%  3 - Velocity
%  4 - Acceleration
%  5 - Deceleration
0 0 0 1 0
0.00182265 1.66103e-006 0.00182265 1 0
0.0036453 6.64411e-006 0.0036453 1 0
0.00546795 1.49492e-005 0.00546795 1 0
0.0072906 2.65764e-005 0.0072906 1 0
0.00911325 4.15257e-005 0.00911325 1 0
0.0109359 5.9797e-005 0.0109359 1 0
0.0127586 8.13903e-005 0.0127586 1 0
0.0145812 0.000106306 0.0145812 1 0
0.0164039 0.000134543 0.0164039 1 0
0.0182265 0.000166103 0.0182265 1 0
0.0200492 0.000200984 0.0200492 1 0
0.0218718 0.000239188 0.0218718 1 0
0.0236945 0.000280714 0.0236945 1 0
0.0255171 0.000325561 0.0255171 1 0
0.0273398 0.000373731 0.0273398 1 0
0.0291624 0.000425223 0.0291624 1 0
0.0309851 0.000480037 0.0309851 1 0
0.0328077 0.000538173 0.0328077 1 0
0.0346304 0.000599631 0.0346304 1 0
0.036453 0.000664411 0.036453 1 0
0.0382757 0.000732513 0.0382757 1 0
0.0400983 0.000803937 0.0400983 1 0
0.041921 0.000878683 0.041921 1 0
0.0437436 0.000956752 0.0437436 1 0
0.0455663 0.00103814 0.0455663 1 0
0.0473889 0.00112285 0.0473889 1 0
0.0492116 0.00121089 0.0492116 1 0
0.0510342 0.00130225 0.0510342 1 0
0.0528569 0.00139692 0.0528569 1 0
0.0546795 0.00149492 0.0546795 1 0
0.0565022 0.00159625 0.0565022 1 0
0.0583248 0.00170089 0.0583248 1 0
0.0601475 0.00180886 0.0601475 1 0
0.0619701 0.00192015 0.0619701 1 0
0.0637928 0.00203476 0.0637928 1 0
0.0656154 0.00215269 0.0656154 1 0
0.0674381 0.00227395 0.0674381 1 0
0.0692607 0.00239852 0.0692607 1 0
0.0710834 0.00252642 0.0710834 1 0
0.072906 0.00265764 0.072906 1 0
0.0747287 0.00279219 0.0747287 1 0
0.0765513 0.00293005 0.0765507 0.998832 0
0.078374 0.00307124 0.0783695 0.996868 0
0.0801966 0.00321573 0.0801846 0.9949 0
0.0820193 0.00336353 0.0819962 0.992929 0
0.0838419 0.00351463 0.0838041 0.990953 0
0.0856646 0.00366902 0.0856085 0.988974 0
0.0874872 0.0038267 0.0874092 0.986991 0
0.0893099 0.00398765 0.0892064 0.985004 0
0.0911325 0.00415188 0.0909999 0.983013 0
0.0929552 0.00431937 0.0927897 0.981018 0
0.0947778 0.00449012 0.094576 0.97902 0
0.0966005 0.00466413 0.0963586 0.977018 0
0.0984231 0.00484137 0.0981375 0.975011 0
0.100246 0.00502186 0.0999128 0.973001 0
0.102068 0.00520558 0.101684 0.970987 0
