%  1 - Time
%  2 - Pitch angle rate goal
%  3 - Pitch angle goal
%  4 - Altitude rate goal
%  5 - Altitude goal
%  6 - Pitch angle rate
%  7 - Pitch angle
%  8 - Altitude rate
%  9 - Altitude
% 10 - Elevator deflection


0 0 0 -20 100 0 -0.0390625 -10 100 0.261799
0.02 0 0 -19.9202 99.6008 -0.0123605 -0.0391864 -10.0001 99.8 0.261799
0.0533316 0 0 -19.7878 98.939 -0.0326236 -0.0399372 -10.0016 99.4667 0.261799
0.0866613 0 0 -19.6563 98.2817 -0.0524573 -0.0413563 -10.0068 99.1332 0.261799
0.119994 0 0 -19.5257 97.6287 -0.0718567 -0.0434293 -10.0178 98.7995 0.261799
0.153336 0 0 -19.396 96.9798 -0.090819 -0.0461426 -10.0368 98.4652 0.261799
0.186695 0 0 -19.267 96.335 -0.109341 -0.0494824 -10.0658 98.13 0.261799
0.220077 0 0 -19.1388 95.6939 -0.127421 -0.0534355 -10.1069 97.7933 0.261799
0.25349 0 0 -19.0113 95.0566 -0.145056 -0.0579889 -10.1619 97.4547 0.261799
0.28694 0 0 -18.8846 94.4228 -0.162244 -0.0631298 -10.2328 97.1136 0.261799
0.320433 0 0 -18.7585 93.7924 -0.178983 -0.0688455 -10.3213 96.7695 0.261799
0.353976 0 0 -18.6331 93.1653 -0.195271 -0.0751235 -10.4292 96.4215 0.261799
0.387574 0 0 -18.5083 92.5413 -0.211107 -0.0819517 -10.5582 96.069 0.261799
0.421235 0 0 -18.3841 91.9204 -0.226489 -0.089318 -10.7101 95.7111 0.261799
0.454964 0 0 -18.2605 91.3024 -0.241417 -0.0972104 -10.8864 95.347 0.261799
0.488768 0 0 -18.1374 90.6872 -0.255889 -0.105617 -11.0888 94.9756 0.261799
0.522653 0 0 -18.0149 90.0747 -0.269905 -0.114527 -11.3187 94.5961 0.261799
0.556625 0 0 -17.893 89.4648 -0.283465 -0.123928 -11.5778 94.2072 0.261799
0.59069 0 0 -17.7715 88.8573 -0.296567 -0.133809 -11.8675 93.808 0.261799
0.624856 0 0 -17.6504 88.2522 -0.309212 -0.144158 -12.1893 93.3971 0.261799
0.659128 0 0 -17.5299 87.6494 -0.321401 -0.154966 -12.5446 92.9734 0.261799
0.693513 0 0 -17.4097 87.0487 -0.333132 -0.166221 -12.9347 92.5354 0.261799
0.728018 0 0 -17.29 86.45 -0.344407 -0.177911 -13.3611 92.0819 0.261799
0.762649 0 0 -17.1707 85.8533 -0.355226 -0.190027 -13.8252 91.6112 0.261799
0.797415 0 0 -17.0517 85.2584 -0.365591 -0.202559 -14.3282 91.1219 0.261799
0.832322 0 0 -16.9331 84.6653 -0.375501 -0.215495 -14.8714 90.6124 0.261799
0.867377 0 0 -16.8148 84.0738 -0.384959 -0.228825 -15.4562 90.081 0.261799
0.902589 0 0 -16.6968 83.4838 -0.393966 -0.24254 -16.0838 89.5258 0.261799
0.937965 0 0 -16.579 82.8952 -0.402522 -0.25663 -16.7556 88.9451 0.261799
0.973513 0 0 -16.4616 82.3079 -0.41063 -0.271085 -17.4727 88.3368 0.261799
1.00924 0 0 -16.3444 81.7219 -0.418292 -0.285895 -18.2364 87.699 0.261799
1.04516 0 0 -16.2274 81.1369 -0.425509 -0.301051 -19.048 87.0295 0.261799
1.08128 0 0 -16.1106 80.5528 -0.432284 -0.316544 -19.9087 86.3261 0.261799
1.11761 0 0 -15.9939 79.9697 -0.438618 -0.332366 -20.8198 85.5864 0.261799
1.15416 0 0 -15.8774 79.3872 -0.444514 -0.348506 -21.7825 84.8079 0.261799
1.19094 0 0 -15.7611 78.8054 -0.449975 -0.364958 -22.7981 83.9882 0.261799
1.22797 0 0 -15.6448 78.224 -0.455002 -0.381712 -23.868 83.1245 0.261799
1.26525 0 0 -15.5286 77.6429 -0.459599 -0.398761 -24.9933 82.2139 0.261799
1.30279 0 0 -15.4124 77.0621 -0.463769 -0.416098 -26.1756 81.2534 0.261799
1.34041 0 0 -15.2969 76.4845 -0.467494 -0.433614 -27.409 80.2458 0.261799
1.37804 0 0 -15.1822 75.9111 -0.470778 -0.451269 -28.6916 79.1904 0.261799
1.41569 0 0 -15.0683 75.3416 -0.473634 -0.469049 -30.0237 78.0852 0.261799
1.45338 0 0 -14.9552 74.7759 -0.476074 -0.486945 -31.4053 76.9279 0.261799
1.4911 0 0 -14.8428 74.2138 -0.478109 -0.504946 -32.8365 75.7162 0.261799
1.52888 0 0 -14.731 73.6551 -0.479749 -0.52304 -34.3175 74.4479 0.261799
1.56672 0 0 -14.62 73.0998 -0.481008 -0.541218 -35.8484 73.1205 0.261799
1.60463 0 0 -14.5095 72.5477 -0.481894 -0.559471 -37.4293 71.7317 0.261799
1.64262 0 0 -14.3997 71.9986 -0.48242 -0.577788 -39.0601 70.2791 0.261799
1.68069 0 0 -14.2905 71.4524 -0.482595 -0.596161 -40.7411 68.76 0.261799
1.71886 0 0 -14.1818 70.909 -0.48243 -0.61458 -42.4721 67.1719 0.261799
1.75714 0 0 -14.0736 70.3682 -0.481935 -0.633038 -44.2533 65.5122 0.261799
1.79553 0 0 -13.966 69.83 -0.481121 -0.651526 -46.0848 63.7782 0.261799
1.83405 0 0 -13.8588 69.2941 -0.479997 -0.670036 -47.9665 61.9671 0.261799
1.8727 0 0 -13.7521 68.7606 -0.478574 -0.688561 -49.8986 60.0761 0.261799
1.91149 0 0 -13.6458 68.2292 -0.476861 -0.707093 -51.881 58.1021 0.261799
1.95043 0 0 -13.54 67.6998 -0.474868 -0.725626 -53.9138 56.0422 0.261799
1.98954 0 0 -13.4345 67.1724 -0.472605 -0.744153 -55.9971 53.8933 0.261799
2.02882 0 0 -13.3293 66.6467 -0.470082 -0.762668 -58.1309 51.652 0.261799
2.06828 0 0 -13.2246 66.1228 -0.467307 -0.781164 -60.3154 49.3151 0.261799
2.10794 0 0 -13.1201 65.6005 -0.464291 -0.799636 -62.5506 46.8791 0.261799
2.1478 0 0 -13.0159 65.0796 -0.461043 -0.818079 -64.8366 44.3404 0.261799
2.18787 0 0 -12.912 64.56 -0.457571 -0.836487 -67.1737 41.6952 0.261799
2.22818 0 0 -12.8083 64.0417 -0.453886 -0.854856 -69.5619 38.9397 0.261799
2.26873 0 0 -12.7049 63.5244 -0.449996 -0.873182 -72.0015 36.0698 0.261799
2.30953 0 0 -12.6016 63.0082 -0.44591 -0.89146 -74.4927 33.0812 0.261799
2.3506 0 0 -12.4985 62.4927 -0.441637 -0.909688 -77.0358 29.9694 0.261799
2.39196 0 0 -12.3956 61.9779 -0.437186 -0.927862 -79.6311 26.7298 0.261799
2.43362 0 0 -12.2927 61.4637 -0.432566 -0.945979 -82.279 23.3574 0.261799
2.4756 0 0 -12.19 60.9498 -0.427785 -0.964037 -84.98 19.847 0.261799
2.51791 0 0 -12.0872 60.4362 -0.422852 -0.982034 -87.7346 16.1929 0.261799
2.56058 0 0 -11.9845 59.9226 -0.417776 -0.99997 -90.5434 12.3894 0.261799
