% Flood Neural Network. Isoperimetric problem results data file.
% Column data:
%  1 - Independent variable (t)
%  2 - Dependent variable (x)
%  3 - Dependent variable (y)

0 0 0
0.001 0.00110335 0.00108726
0.002 0.00220783 0.00217505
0.003 0.00331342 0.00326337
0.004 0.00442011 0.0043522
0.005 0.00552788 0.00544154
0.006 0.00663673 0.00653137
0.007 0.00774664 0.00762169
0.008 0.0088576 0.00871248
0.009 0.00996959 0.00980373
0.01 0.0110826 0.0108954
0.011 0.0121966 0.0119876
0.012 0.0133116 0.0130802
0.013 0.0144276 0.0141732
0.014 0.0155446 0.0152666
0.015 0.0166625 0.0163604
0.016 0.0177813 0.0174546
0.017 0.0189011 0.0185492
0.018 0.0200218 0.0196441
0.019 0.0211434 0.0207394
0.02 0.0222658 0.021835
0.021 0.0233892 0.022931
0.022 0.0245134 0.0240273
0.023 0.0256384 0.0251239
0.024 0.0267643 0.0262209
0.025 0.027891 0.0273181
0.026 0.0290186 0.0284156
0.027 0.0301469 0.0295133
0.028 0.031276 0.0306113
0.029 0.0324058 0.0317096
0.03 0.0335364 0.0328081
0.031 0.0346678 0.0339069
0.032 0.0357998 0.0350058
0.033 0.0369326 0.036105
0.034 0.0380661 0.0372043
0.035 0.0392003 0.0383039
0.036 0.0403351 0.0394036
0.037 0.0414706 0.0405035
0.038 0.0426068 0.0416035
0.039 0.0437436 0.0427037
0.04 0.044881 0.043804
0.041 0.046019 0.0449044
0.042 0.0471576 0.0460049
0.043 0.0482968 0.0471055
0.044 0.0494365 0.0482062
0.045 0.0505768 0.049307
0.046 0.0517176 0.0504079
0.047 0.052859 0.0515088
0.048 0.0540009 0.0526097
0.049 0.0551432 0.0537107
0.05 0.0562861 0.0548117
0.051 0.0574294 0.0559127
0.052 0.0585732 0.0570137
0.053 0.0597175 0.0581147
0.054 0.0608621 0.0592157
0.055 0.0620072 0.0603167
0.056 0.0631527 0.0614176
0.057 0.0642986 0.0625184
0.058 0.0654449 0.0636192
0.059 0.0665915 0.0647199
0.06 0.0677385 0.0658205
0.061 0.0688858 0.066921
0.062 0.0700334 0.0680214
0.063 0.0711814 0.0691217
0.064 0.0723296 0.0702219
