% Flood Neural Network. Isoperimetric problem results data file.
% Column data:
%  1 - Independent variable (t)
%  2 - Dependent variable (x)
%  3 - Dependent variable (y)

0 0 0
0.001 -0.00142514 -0.000272573
0.002 -0.00284513 -0.000537663
0.003 -0.00425996 -0.000795296
0.004 -0.00566964 -0.0010455
0.005 -0.00707417 -0.0012883
0.006 -0.00847356 -0.00152372
0.007 -0.0098678 -0.00175178
0.008 -0.0112569 -0.00197252
0.009 -0.0126409 -0.00218596
0.01 -0.0140197 -0.00239213
0.011 -0.0153934 -0.00259105
0.012 -0.016762 -0.00278274
0.013 -0.0181255 -0.00296724
0.014 -0.0194838 -0.00314457
0.015 -0.020837 -0.00331476
0.016 -0.0221851 -0.00347782
0.017 -0.0235281 -0.0036338
0.018 -0.024866 -0.00378271
0.019 -0.0261988 -0.00392458
0.02 -0.0275265 -0.00405944
0.021 -0.0288491 -0.00418731
0.022 -0.0301666 -0.00430822
0.023 -0.031479 -0.00442219
0.024 -0.0327863 -0.00452925
0.025 -0.0340885 -0.00462943
0.026 -0.0353857 -0.00472275
0.027 -0.0366778 -0.00480923
0.028 -0.0379648 -0.00488892
0.029 -0.0392467 -0.00496182
0.03 -0.0405235 -0.00502797
0.031 -0.0417953 -0.00508739
0.032 -0.0430621 -0.0051401
0.033 -0.0443237 -0.00518614
0.034 -0.0455803 -0.00522554
0.035 -0.0468319 -0.0052583
0.036 -0.0480784 -0.00528447
0.037 -0.0493199 -0.00530406
0.038 -0.0505563 -0.00531711
0.039 -0.0517877 -0.00532363
0.04 -0.053014 -0.00532366
0.041 -0.0542353 -0.00531722
0.042 -0.0554516 -0.00530434
0.043 -0.0566629 -0.00528504
0.044 -0.0578691 -0.00525935
0.045 -0.0590703 -0.00522729
0.046 -0.0602665 -0.00518889
0.047 -0.0614577 -0.00514417
0.048 -0.0626439 -0.00509317
0.049 -0.063825 -0.0050359
0.05 -0.0650012 -0.00497239
0.051 -0.0661723 -0.00490268
0.052 -0.0673385 -0.00482677
0.053 -0.0684996 -0.00474471
0.054 -0.0696558 -0.00465651
0.055 -0.070807 -0.00456221
0.056 -0.0719532 -0.00446182
0.057 -0.0730944 -0.00435537
0.058 -0.0742306 -0.00424289
0.059 -0.0753618 -0.0041244
0.06 -0.0764881 -0.00399994
0.061 -0.0776094 -0.00386951
0.062 -0.0787258 -0.00373316
0.063 -0.0798371 -0.00359091
0.064 -0.0809436 -0.00344278
0.065 -0.082045 -0.00328879
0.066 -0.0831415 -0.00312898
0.067 -0.0842331 -0.00296337
0.068 -0.0853197 -0.00279198
0.069 -0.0864013 -0.00261484
0.07 -0.0874781 -0.00243198
0.071 -0.0885498 -0.00224341
0.072 -0.0896167 -0.00204918
0.073 -0.0906786 -0.0018493
0.074 -0.0917356 -0.00164379
0.075 -0.0927877 -0.00143269
0.076 -0.0938348 -0.00121601
0.077 -0.094877 -0.000993793
0.078 -0.0959143 -0.000766053
0.079 -0.0969467 -0.000532818
0.08 -0.0979742 -0.000294114
0.081 -0.0989968 -4.99653e-005
0.082 -0.100014 0.000199602
0.083 -0.101027 0.000454562
0.084 -0.102035 0.000714889
0.085 -0.103038 0.000980559
0.086 -0.104036 0.00125155
0.087 -0.105029 0.00152782
0.088 -0.106018 0.00180937
0.089 -0.107001 0.00209615
0.09 -0.10798 0.00238815
0.091 -0.108953 0.00268534
0.092 -0.109922 0.0029877
0.093 -0.110886 0.00329519
0.094 -0.111845 0.0036078
0.095 -0.1128 0.0039255
0.096 -0.113749 0.00424825
0.097 -0.114693 0.00457605
0.098 -0.115633 0.00490886
0.099 -0.116568 0.00524666
0.1 -0.117498 0.00558942
0.101 -0.118423 0.00593712
0.102 -0.119343 0.00628973
0.103 -0.120259 0.00664722
0.104 -0.121169 0.00700958
0.105 -0.122075 0.00737677
0.106 -0.122976 0.00774877
0.107 -0.123872 0.00812556
0.108 -0.124764 0.00850711
0.109 -0.12565 0.00889339
0.11 -0.126532 0.00928439
0.111 -0.127409 0.00968007
0.112 -0.128281 0.0100804
0.113 -0.129148 0.0104854
