% Automobile problem: 
% Final position: 0.0660666
% Final position error: 0.933933
% Final velocity: 0.0678003
% Final velocity error: -0.0678003
% Final time: 1.95024
% Column data:
%  1 - Time
%  2 - Position
%  3 - Velocity
%  4 - Acceleration
0 0 0 0.0950485
0.00195024 1.20167e-007 0.000153982 0.094602
0.00390049 6.00147e-007 0.000338128 0.094242
0.00585073 1.43857e-006 0.000521572 0.0938827
0.00780097 2.63408e-006 0.000704317 0.0935241
0.00975122 4.1853e-006 0.000886362 0.0931662
0.0117015 6.09087e-006 0.00106771 0.0928091
0.0136517 8.34944e-006 0.00124836 0.0924527
0.0156019 1.09596e-005 0.00142832 0.092097
0.0175522 1.39201e-005 0.00160759 0.0917421
0.0195024 1.72296e-005 0.00178616 0.0913878
0.0214527 2.08866e-005 0.00196405 0.0910343
0.0234029 2.48899e-005 0.00214124 0.0906815
0.0253532 2.9238e-005 0.00231775 0.0903294
0.0273034 3.39298e-005 0.00249357 0.0899781
0.0292537 3.89637e-005 0.00266871 0.0896274
0.0312039 4.43386e-005 0.00284316 0.0892775
0.0331541 5.0053e-005 0.00301693 0.0889283
0.0351044 5.61056e-005 0.00319003 0.0885799
0.0370546 6.24952e-005 0.00336244 0.0882321
0.0390049 6.92203e-005 0.00353417 0.0878851
0.0409551 7.62798e-005 0.00370523 0.0875388
0.0429054 8.36721e-005 0.00387562 0.0871932
0.0448556 9.13961e-005 0.00404533 0.0868483
0.0468058 9.94504e-005 0.00421437 0.0865042
0.0487561 0.000107834 0.00438274 0.0861608
0.0507063 0.000116545 0.00455044 0.0858181
0.0526566 0.000125582 0.00471747 0.0854761
0.0546068 0.000134945 0.00488384 0.0851349
0.0565571 0.000144631 0.00504954 0.0847943
0.0585073 0.00015464 0.00521458 0.0844545
0.0604575 0.00016497 0.00537896 0.0841155
0.0624078 0.00017562 0.00554267 0.0837771
0.064358 0.000186589 0.00570573 0.0834395
0.0663083 0.000197875 0.00586813 0.0831025
0.0682585 0.000209477 0.00602987 0.0827663
0.0702088 0.000221394 0.00619096 0.0824309
0.072159 0.000233624 0.00635139 0.0820961
0.0741092 0.000246167 0.00651117 0.0817621
0.0760595 0.000259021 0.0066703 0.0814288
0.0780097 0.000272184 0.00682878 0.0810962
0.07996 0.000285656 0.00698662 0.0807643
0.0819102 0.000299435 0.00714381 0.0804332
0.0838605 0.00031352 0.00730035 0.0801027
0.0858107 0.000327909 0.00745625 0.079773
0.087761 0.000342602 0.0076115 0.079444
0.0897112 0.000357597 0.00776612 0.0791158
0.0916614 0.000372893 0.00792009 0.0787883
0.0936117 0.000388489 0.00807343 0.0784614
0.0955619 0.000404383 0.00822613 0.0781353
0.0975122 0.000420575 0.0083782 0.07781
0.0994624 0.000437062 0.00852963 0.0774853
0.101413 0.000453844 0.00868043 0.0771614
0.103363 0.000470919 0.0088306 0.0768382
0.105313 0.000488287 0.00898014 0.0765157
0.107263 0.000505946 0.00912905 0.0761939
0.109214 0.000523895 0.00927733 0.0758729
0.111164 0.000542132 0.00942499 0.0755526
0.113114 0.000560656 0.00957202 0.075233
0.115064 0.000579467 0.00971843 0.0749141
0.117015 0.000598562 0.00986422 0.074596
0.118965 0.000617942 0.0100094 0.0742785
0.120915 0.000637603 0.0101539 0.0739618
0.122865 0.000657547 0.0102979 0.0736458
0.124816 0.00067777 0.0104412 0.0733306
0.126766 0.000698272 0.0105839 0.073016
0.128716 0.000719052 0.010726 0.0727022
0.130666 0.000740108 0.0108675 0.0723891
0.132617 0.00076144 0.0110084 0.0720767
0.134567 0.000783046 0.0111486 0.0717651
0.136517 0.000804925 0.0112883 0.0714541
0.138467 0.000827075 0.0114273 0.0711439
0.140418 0.000849496 0.0115658 0.0708344
0.142368 0.000872187 0.0117036 0.0705256
0.144318 0.000895146 0.0118409 0.0702176
0.146268 0.000918372 0.0119775 0.0699103
0.148218 0.000941863 0.0121135 0.0696037
0.150169 0.00096562 0.012249 0.0692978
0.152119 0.00098964 0.0123838 0.0689926
0.154069 0.00101392 0.0125181 0.0686882
0.156019 0.00103847 0.0126518 0.0683845
0.15797 0.00106327 0.0127848 0.0680815
0.15992 0.00108833 0.0129173 0.0677792
